"id","age","age_group","volunteer","weekly_social_contact","worthwhile_response","worthwhile","contribution_response","contributes","social_contacts_important_response","social_contacts_important","personal_development_important_response","personal_development_important","autonomy_response","autonomy","useful_response","useful","hopeful_response","hopeful"
2056,61,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
2057,47,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2058,84,"above 75",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2059,39,"35 - 45",FALSE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2060,62,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2061,68,"65 - 75",FALSE,FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE
2062,67,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2063,55,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2064,47,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2065,75,"above 75",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE
2066,43,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2067,46,"45 - 55",TRUE,FALSE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2068,24,"18 - 25",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2069,25,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2070,26,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2071,36,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2072,89,"above 75",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2073,18,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2074,24,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2075,54,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2076,64,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2077,65,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2078,20,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Strongly Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2079,74,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE
2080,87,"above 75",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2081,68,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2082,46,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2083,72,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2084,61,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
2085,20,"18 - 25",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2086,42,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2087,65,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2088,20,"18 - 25",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE
2089,65,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2090,45,"45 - 55",FALSE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Disagree",FALSE
2091,56,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2092,52,"45 - 55",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2093,18,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2094,87,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2095,31,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2096,34,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE
2097,37,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2098,41,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2099,22,"18 - 25",FALSE,TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Undecided",FALSE
2100,33,"25 - 35",TRUE,TRUE,"Strongly Disagree",FALSE,"Strongly Disagree",FALSE,"Strongly Disagree",FALSE,"Strongly Agree",TRUE,"Strongly Disagree",FALSE,"Disagree",FALSE,"Undecided",FALSE
2101,28,"25 - 35",FALSE,TRUE,"Undecided",FALSE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Disagree",FALSE
2102,31,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Disagree",FALSE
2103,65,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2104,46,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2105,77,"above 75",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Strongly Disagree",FALSE
2106,27,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE,"Undecided",FALSE
2107,77,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2108,49,"45 - 55",TRUE,FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Disagree",FALSE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2109,22,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2110,57,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Disagree",FALSE
2111,73,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2112,62,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2113,21,"18 - 25",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2114,69,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2115,88,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2116,61,"55 - 65",FALSE,FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2117,61,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2118,54,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2119,79,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2120,18,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2121,89,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2122,33,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2123,72,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE
2124,62,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
2125,54,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2126,22,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2127,68,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE
2128,33,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2129,58,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE
2130,70,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2131,36,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE
2132,26,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2133,75,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2134,57,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE
2135,72,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE
2136,40,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2137,86,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2138,37,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2139,46,"45 - 55",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
2140,60,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2141,62,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
2142,51,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2143,41,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE
2144,24,"18 - 25",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2145,46,"45 - 55",FALSE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE
2146,38,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
2147,49,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2148,50,"45 - 55",FALSE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2149,29,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE
2150,67,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2151,53,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2152,73,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE
2153,27,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2154,54,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Disagree",FALSE,"Disagree",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Disagree",FALSE
2155,62,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2156,65,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2157,55,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2158,55,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2159,67,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2160,51,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2161,50,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
2162,74,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2163,47,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE
2164,24,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2165,23,"18 - 25",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2166,53,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2167,58,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2168,51,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2169,37,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Disagree",FALSE,"Undecided",FALSE
2170,58,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2171,43,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2172,41,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE
2173,84,"above 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2174,44,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2175,36,"35 - 45",TRUE,TRUE,"Disagree",FALSE,"Strongly Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE
2176,52,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2177,41,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2178,81,"above 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE
2179,29,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
2180,51,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
2181,71,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Disagree",FALSE
2182,30,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
2183,84,"above 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
2184,42,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2185,88,"above 75",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
2186,53,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE,"Disagree",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE
2187,74,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Disagree",FALSE,"Disagree",FALSE
2188,27,"25 - 35",FALSE,TRUE,"Disagree",FALSE,"Disagree",FALSE,"Agree",TRUE,"Undecided",FALSE,"Strongly Disagree",FALSE,"Undecided",FALSE,"Disagree",FALSE
2189,35,"35 - 45",FALSE,FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
2190,54,"45 - 55",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
2191,75,"above 75",FALSE,TRUE,"Undecided",FALSE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Disagree",FALSE,"Undecided",FALSE
